,Unnamed: 0.1,Unnamed: 0,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani,Pressione prevista dopodomani,Precipitazione prevista dopodomani,Temperatura prevista dopodomani,Umidità prevista dopodomani,Vento previsto dopodomani,Pressione prevista dopodopodomani,Precipitazione prevista dopodopodomani,Temperatura prevista dopodopodomani,Umidità prevista dopodopodomani,Vento previsto dopodopodomani
467,467,467,2022-04-13,62,46,31,0.0,14.0,19.2,9.0,1.7,6.6,953.0,1,954.1,0.0,15.4,44.0,1.7,953.4,0.0,18.0,37.0,2.1,951.8,0.0,17.6,41.0,2.1
468,468,468,2022-04-14,63,44,26,0.0,15.4,21.8,8.8,1.7,6.2,954.1,1,953.4,0.0,18.0,37.0,2.1,951.8,0.0,17.6,41.0,2.1,952.6,0.0,13.1,51.0,1.8
469,469,469,2022-04-15,51,37,20,0.0,18.0,24.8,12.0,2.1,7.5,953.4,1,951.8,0.0,17.6,41.0,2.1,952.6,0.0,13.1,51.0,1.8,948.8,0.0,12.2,48.0,1.5
470,470,470,2022-04-16,64,41,24,0.0,17.6,23.9,11.5,2.1,11.4,951.8,1,952.6,0.0,13.1,51.0,1.8,948.8,0.0,12.2,48.0,1.5,944.1,0.0,12.9,59.0,1.6
471,471,471,2022-04-17,73,51,12,0.0,13.1,19.1,7.5,1.8,6.2,952.6,1,948.8,0.0,12.2,48.0,1.5,944.1,0.0,12.9,59.0,1.6,946.2,3.0,9.1,93.0,1.5
472,472,472,2022-04-18,69,48,31,0.0,12.2,18.4,6.7,1.5,5.6,948.8,1,944.1,0.0,12.9,59.0,1.6,946.2,3.0,9.1,93.0,1.5,943.6,19.4,7.7,98.0,1.6
473,473,473,2022-04-19,82,59,38,0.0,12.9,19.5,7.1,1.6,6.5,944.1,1,946.2,3.0,9.1,93.0,1.5,943.6,19.4,7.7,98.0,1.6,937.1,6.0,11.2,76.0,2.5
474,474,474,2022-04-20,99,93,79,3.0,9.1,10.9,8.1,1.5,6.4,946.2,1,943.6,19.4,7.7,98.0,1.6,937.1,6.0,11.2,76.0,2.5,937.4,10.1,10.0,83.0,1.9
475,475,475,2022-04-21,100,98,94,19.4,7.7,8.4,5.7,1.6,6.2,943.6,1,937.1,6.0,11.2,76.0,2.5,937.4,10.1,10.0,83.0,1.9,938.7,0.0,9.9,76.0,1.6
476,476,476,2022-04-22,98,76,49,6.0,11.2,17.1,5.3,2.5,9.0,937.1,1,937.4,10.1,10.0,83.0,1.9,938.7,0.0,9.9,76.0,1.6,943.7,0.0,11.8,78.0,1.5
477,477,477,2022-04-23,97,83,56,10.1,10.0,14.7,6.5,1.9,10.9,937.4,1,938.7,0.0,9.9,76.0,1.6,943.7,0.0,11.8,78.0,1.5,947.4,0.0,13.7,76.0,1.4
478,478,478,2022-04-24,96,76,50,0.0,9.9,15.6,4.6,1.6,6.8,938.7,1,943.7,0.0,11.8,78.0,1.5,947.4,0.0,13.7,76.0,1.4,952.0,0.0,14.9,69.0,1.5
479,479,479,2022-04-25,95,78,59,0.0,11.8,16.4,5.7,1.5,6.2,943.7,1,947.4,0.0,13.7,76.0,1.4,952.0,0.0,14.9,69.0,1.5,956.8,0.0,15.6,53.0,1.4
480,480,480,2022-04-26,96,76,48,0.0,13.7,19.6,10.1,1.4,5.2,947.4,1,952.0,0.0,14.9,69.0,1.5,956.8,0.0,15.6,53.0,1.4,957.7,0.0,15.1,52.0,1.6
481,481,481,2022-04-27,91,69,43,0.0,14.9,20.2,10.2,1.5,6.6,952.0,1,956.8,0.0,15.6,53.0,1.4,957.7,0.0,15.1,52.0,1.6,953.8,0.0,14.0,60.0,1.7
482,482,482,2022-04-28,80,53,27,0.0,15.6,21.0,11.1,1.4,5.4,956.8,1,957.7,0.0,15.1,52.0,1.6,953.8,0.0,14.0,60.0,1.7,950.2,0.0,14.3,56.0,1.8
483,483,483,2022-04-29,73,52,37,0.0,15.1,20.7,10.6,1.6,6.2,957.7,1,953.8,0.0,14.0,60.0,1.7,950.2,0.0,14.3,56.0,1.8,948.7,0.0,14.4,59.0,2.1
484,484,484,2022-04-30,83,60,35,0.0,14.0,18.8,11.1,1.7,7.0,953.8,1,950.2,0.0,14.3,56.0,1.8,948.7,0.0,14.4,59.0,2.1,950.1,17.6,13.1,75.0,1.6
485,485,485,2022-05-01,78,56,29,0.0,14.3,20.1,9.4,1.8,5.9,950.2,1,948.7,0.0,14.4,59.0,2.1,950.1,17.6,13.1,75.0,1.6,951.8,20.4,14.2,76.0,1.9
486,486,486,2022-05-02,72,59,40,0.0,14.4,20.1,9.7,2.1,10.2,948.7,1,950.1,17.6,13.1,75.0,1.6,951.8,20.4,14.2,76.0,1.9,953.2,28.7,10.6,98.0,1.7
487,487,487,2022-05-03,98,75,53,17.6,13.1,17.3,10.6,1.6,8.2,950.1,1,951.8,20.4,14.2,76.0,1.9,953.2,28.7,10.6,98.0,1.7,954.2,38.2,10.0,99.0,1.9
488,488,488,2022-05-04,99,76,52,20.4,14.2,19.1,9.4,1.9,8.4,951.8,1,953.2,28.7,10.6,98.0,1.7,954.2,38.2,10.0,99.0,1.9,953.3,8.6,13.5,84.0,1.5
489,489,489,2022-05-05,99,98,92,28.7,10.6,12.6,8.8,1.7,6.0,953.2,1,954.2,38.2,10.0,99.0,1.9,953.3,8.6,13.5,84.0,1.5,954.8,9.6,12.7,93.0,1.8
490,490,490,2022-05-06,99,99,95,38.2,10.0,11.8,8.2,1.9,7.2,954.2,1,953.3,8.6,13.5,84.0,1.5,954.8,9.6,12.7,93.0,1.8,957.5,0.0,15.5,72.0,1.9
491,491,491,2022-05-07,99,84,52,8.6,13.5,18.6,9.9,1.5,6.7,953.3,1,954.8,9.6,12.7,93.0,1.8,957.5,0.0,15.5,72.0,1.9,956.0,0.0,18.1,57.0,2.4
492,492,492,2022-05-08,99,93,76,9.6,12.7,15.4,10.9,1.8,6.1,954.8,1,957.5,0.0,15.5,72.0,1.9,956.0,0.0,18.1,57.0,2.4,954.7,0.0,19.6,61.0,2.1
493,493,493,2022-05-09,88,72,48,0.0,15.5,20.2,12.1,1.9,7.6,957.5,1,956.0,0.0,18.1,57.0,2.4,954.7,0.0,19.6,61.0,2.1,954.9,0.0,19.8,66.0,1.8
494,494,494,2022-05-10,74,57,32,0.0,18.1,24.3,12.0,2.4,8.5,956.0,1,954.7,0.0,19.6,61.0,2.1,954.9,0.0,19.8,66.0,1.8,953.5,0.0,20.1,72.0,1.5
495,495,495,2022-05-11,75,61,47,0.0,19.6,25.2,14.0,2.1,6.3,954.7,1,954.9,0.0,19.8,66.0,1.8,953.5,0.0,20.1,72.0,1.5,953.4,0.0,20.3,72.0,1.6
496,496,496,2022-05-12,90,66,47,0.0,19.8,25.3,14.4,1.8,5.6,954.9,1,953.5,0.0,20.1,72.0,1.5,953.4,0.0,20.3,72.0,1.6,953.4,9.0,19.3,69.0,2.1
497,497,497,2022-05-13,91,72,53,0.0,20.1,25.3,15.0,1.5,5.1,953.5,1,953.4,0.0,20.3,72.0,1.6,953.4,9.0,19.3,69.0,2.1,953.8,0.0,20.4,64.0,1.6
498,498,498,2022-05-14,95,72,43,0.0,20.3,26.0,16.1,1.6,12.4,953.4,1,953.4,9.0,19.3,69.0,2.1,953.8,0.0,20.4,64.0,1.6,953.4,0.0,21.6,68.0,1.8
499,499,499,2022-05-15,96,69,44,9.0,19.3,25.8,15.6,2.1,9.6,953.4,1,953.8,0.0,20.4,64.0,1.6,953.4,0.0,21.6,68.0,1.8,955.7,8.5,22.2,66.0,2.1
500,500,500,2022-05-16,84,64,47,0.0,20.4,26.1,14.3,1.6,5.1,953.8,1,953.4,0.0,21.6,68.0,1.8,955.7,8.5,22.2,66.0,2.1,961.1,10.6,20.0,74.0,1.6
501,501,501,2022-05-17,82,68,55,0.0,21.6,26.7,16.4,1.8,6.3,953.4,1,955.7,8.5,22.2,66.0,2.1,961.1,10.6,20.0,74.0,1.6,959.4,0.0,21.5,69.0,1.8
502,502,502,2022-05-18,96,66,42,8.5,22.2,27.9,17.6,2.1,8.1,955.7,1,961.1,10.6,20.0,74.0,1.6,959.4,0.0,21.5,69.0,1.8,953.2,0.0,22.7,65.0,1.7
503,503,503,2022-05-19,99,74,46,10.6,20.0,25.0,16.0,1.6,6.3,961.1,1,959.4,0.0,21.5,69.0,1.8,953.2,0.0,22.7,65.0,1.7,948.0,0.0,21.8,68.0,1.7
504,504,504,2022-05-20,88,69,51,0.0,21.5,26.9,16.6,1.8,5.1,959.4,1,953.2,0.0,22.7,65.0,1.7,948.0,0.0,21.8,68.0,1.7,943.2,0.0,20.9,80.0,1.8
505,505,505,2022-05-21,89,65,34,0.0,22.7,28.8,15.6,1.7,6.4,953.2,1,948.0,0.0,21.8,68.0,1.7,943.2,0.0,20.9,80.0,1.8,942.0,1.2,19.5,68.0,1.9
506,506,506,2022-05-22,92,68,34,0.0,21.8,26.5,16.9,1.7,5.1,948.0,1,943.2,0.0,20.9,80.0,1.8,942.0,1.2,19.5,68.0,1.9,948.9,1.5,17.2,87.0,1.7
507,507,507,2022-05-23,97,80,63,0.0,20.9,25.4,16.8,1.8,6.5,943.2,1,942.0,1.2,19.5,68.0,1.9,948.9,1.5,17.2,87.0,1.7,955.2,0.0,19.5,68.0,1.9
508,508,508,2022-05-24,94,68,51,1.2,19.5,24.8,15.2,1.9,6.7,942.0,1,948.9,1.5,17.2,87.0,1.7,955.2,0.0,19.5,68.0,1.9,952.4,0.0,22.5,57.0,2.1
509,509,509,2022-05-25,96,87,68,1.5,17.2,21.3,14.0,1.7,5.6,948.9,1,955.2,0.0,19.5,68.0,1.9,952.4,0.0,22.5,57.0,2.1,943.7,1.4,22.4,54.0,2.6
510,510,510,2022-05-26,90,68,39,0.0,19.5,25.2,14.7,1.9,6.9,955.2,1,952.4,0.0,22.5,57.0,2.1,943.7,1.4,22.4,54.0,2.6,943.0,5.0,12.7,91.0,1.8
511,511,511,2022-05-27,68,57,42,0.0,22.5,28.4,17.0,2.1,6.8,952.4,1,943.7,1.4,22.4,54.0,2.6,943.0,5.0,12.7,91.0,1.8,945.6,0.0,12.9,87.0,1.3
512,512,512,2022-05-28,91,54,34,1.4,22.4,28.3,14.8,2.6,15.0,943.7,1,943.0,5.0,12.7,91.0,1.8,945.6,0.0,12.9,87.0,1.3,949.8,0.0,16.9,72.0,1.5
513,513,513,2022-05-29,97,91,84,5.0,12.7,14.8,11.6,1.8,8.2,943.0,1,945.6,0.0,12.9,87.0,1.3,949.8,0.0,16.9,72.0,1.5,950.8,0.0,19.0,73.0,1.6
514,514,514,2022-05-30,92,87,80,0.0,12.9,14.5,11.5,1.3,4.1,945.6,1,949.8,0.0,16.9,72.0,1.5,950.8,0.0,19.0,73.0,1.6,952.4,0.0,21.0,70.0,1.7
515,515,515,2022-05-31,89,72,53,0.0,16.9,21.7,12.3,1.5,5.0,949.8,1,950.8,0.0,19.0,73.0,1.6,952.4,0.0,21.0,70.0,1.7,953.8,2.0,20.5,80.0,1.7
516,516,516,2022-06-01,88,73,55,0.0,19.0,24.4,12.9,1.6,6.3,950.8,2,952.4,0.0,21.0,70.0,1.7,953.8,2.0,20.5,80.0,1.7,953.9,0.0,22.0,84.0,1.2
517,517,517,2022-06-02,88,70,55,0.0,21.0,25.3,15.4,1.7,5.2,952.4,2,953.8,2.0,20.5,80.0,1.7,953.9,0.0,22.0,84.0,1.2,950.4,0.0,24.1,68.0,1.9
518,518,518,2022-06-03,94,80,68,2.0,20.5,24.2,18.8,1.7,6.1,953.8,2,953.9,0.0,22.0,84.0,1.2,950.4,0.0,24.1,68.0,1.9,950.6,0.0,22.7,63.0,1.7
519,519,519,2022-06-04,99,84,62,0.0,22.0,26.4,19.3,1.2,3.9,953.9,2,950.4,0.0,24.1,68.0,1.9,950.6,0.0,22.7,63.0,1.7,947.2,0.0,22.4,63.0,2.4
520,520,520,2022-06-05,90,68,25,0.0,24.1,31.0,18.9,1.9,10.8,950.4,2,950.6,0.0,22.7,63.0,1.7,947.2,0.0,22.4,63.0,2.4,944.8,0.0,20.3,68.0,1.9
521,521,521,2022-06-06,89,63,48,0.0,22.7,28.4,16.5,1.7,7.2,950.6,2,947.2,0.0,22.4,63.0,2.4,944.8,0.0,20.3,68.0,1.9,945.1,0.0,21.0,45.0,2.2
522,522,522,2022-06-07,89,63,44,0.0,22.4,27.7,18.3,2.4,13.7,947.2,2,944.8,0.0,20.3,68.0,1.9,945.1,0.0,21.0,45.0,2.2,952.5,0.0,20.8,34.0,2.2
523,523,523,2022-06-08,85,68,53,0.0,20.3,24.0,16.5,1.9,5.9,944.8,2,945.1,0.0,21.0,45.0,2.2,952.5,0.0,20.8,34.0,2.2,954.9,0.0,22.9,34.0,2.3
524,524,524,2022-06-09,80,45,19,0.0,21.0,27.1,14.2,2.2,8.4,945.1,2,952.5,0.0,20.8,34.0,2.2,954.9,0.0,22.9,34.0,2.3,955.0,0.0,24.5,43.0,1.9
525,525,525,2022-06-10,60,34,16,0.0,20.8,28.3,13.6,2.2,7.3,952.5,2,954.9,0.0,22.9,34.0,2.3,955.0,0.0,24.5,43.0,1.9,951.0,0.0,25.5,49.0,1.9
526,526,526,2022-06-11,50,34,25,0.0,22.9,29.3,16.8,2.3,7.7,954.9,2,955.0,0.0,24.5,43.0,1.9,951.0,0.0,25.5,49.0,1.9,953.0,0.0,23.9,59.0,1.9
527,527,527,2022-06-12,60,43,31,0.0,24.5,31.1,17.9,1.9,6.6,955.0,2,951.0,0.0,25.5,49.0,1.9,953.0,0.0,23.9,59.0,1.9,954.0,0.0,23.7,68.0,1.9
528,528,528,2022-06-13,62,49,31,0.0,25.5,32.2,20.2,1.9,6.7,951.0,2,953.0,0.0,23.9,59.0,1.9,954.0,0.0,23.7,68.0,1.9,953.0,0.0,26.6,58.0,2.0
529,529,529,2022-06-14,73,59,46,0.0,23.9,27.6,19.4,1.9,6.5,953.0,2,954.0,0.0,23.7,68.0,1.9,953.0,0.0,26.6,58.0,2.0,954.9,0.0,26.7,52.0,1.9
530,530,530,2022-06-15,85,68,53,0.0,23.7,28.7,19.6,1.9,6.4,954.0,2,953.0,0.0,26.6,58.0,2.0,954.9,0.0,26.7,52.0,1.9,955.8,0.0,25.7,59.0,1.9
531,531,531,2022-06-16,80,58,34,0.0,26.6,33.5,20.6,2.0,6.4,953.0,2,954.9,0.0,26.7,52.0,1.9,955.8,0.0,25.7,59.0,1.9,951.7,0.0,25.5,59.0,2.0
532,532,532,2022-06-17,69,52,40,0.0,26.7,32.2,21.3,1.9,6.0,954.9,2,955.8,0.0,25.7,59.0,1.9,951.7,0.0,25.5,59.0,2.0,948.5,0.0,26.0,56.0,2.0
533,533,533,2022-06-18,72,59,40,0.0,25.7,31.5,22.2,1.9,5.3,955.8,2,951.7,0.0,25.5,59.0,2.0,948.5,0.0,26.0,56.0,2.0,948.3,0.0,24.3,58.0,1.8
534,534,534,2022-06-19,74,59,42,0.0,25.5,30.4,20.8,2.0,6.7,951.7,2,948.5,0.0,26.0,56.0,2.0,948.3,0.0,24.3,58.0,1.8,948.2,3.9,22.0,72.0,1.6
535,535,535,2022-06-20,75,56,36,0.0,26.0,32.1,20.5,2.0,6.5,948.5,2,948.3,0.0,24.3,58.0,1.8,948.2,3.9,22.0,72.0,1.6,948.7,0.5,22.5,69.0,1.2
536,536,536,2022-06-21,73,58,38,0.0,24.3,31.4,19.7,1.8,10.4,948.3,2,948.2,3.9,22.0,72.0,1.6,948.7,0.5,22.5,69.0,1.2,946.6,1.2,21.8,54.0,2.1
537,537,537,2022-06-22,93,72,49,3.9,22.0,27.0,18.8,1.6,9.0,948.2,2,948.7,0.5,22.5,69.0,1.2,946.6,1.2,21.8,54.0,2.1,948.8,0.0,21.7,58.0,1.7
538,538,538,2022-06-23,89,69,29,0.5,22.5,28.4,16.8,1.2,4.7,948.7,2,946.6,1.2,21.8,54.0,2.1,948.8,0.0,21.7,58.0,1.7,950.7,0.0,23.4,62.0,1.8
539,539,539,2022-06-24,81,54,25,1.2,21.8,28.8,16.3,2.1,10.9,946.6,2,948.8,0.0,21.7,58.0,1.7,950.7,0.0,23.4,62.0,1.8,951.2,0.0,25.1,60.0,1.9
540,540,540,2022-06-25,74,58,42,0.0,21.7,28.1,15.0,1.7,6.2,948.8,2,950.7,0.0,23.4,62.0,1.8,951.2,0.0,25.1,60.0,1.9,950.5,95.3,20.2,81.0,2.7
541,541,541,2022-06-26,79,62,48,0.0,23.4,28.4,18.3,1.8,6.9,950.7,2,951.2,0.0,25.1,60.0,1.9,950.5,95.3,20.2,81.0,2.7,947.9,0.0,22.9,64.0,2.0
542,542,542,2022-06-27,80,60,40,0.0,25.1,29.8,20.0,1.9,6.3,951.2,2,950.5,95.3,20.2,81.0,2.7,947.9,0.0,22.9,64.0,2.0,948.1,0.0,23.8,70.0,1.5
543,543,543,2022-06-28,97,81,65,95.3,20.2,24.5,16.8,2.7,12.3,950.5,2,947.9,0.0,22.9,64.0,2.0,948.1,0.0,23.8,70.0,1.5,949.5,0.0,23.5,68.0,1.5
544,544,544,2022-06-29,84,64,40,0.0,22.9,30.0,15.5,2.0,9.9,947.9,2,948.1,0.0,23.8,70.0,1.5,949.5,0.0,23.5,68.0,1.5,954.2,0.0,24.7,63.0,1.7
545,545,545,2022-06-30,88,70,53,0.0,23.8,28.2,19.0,1.5,5.7,948.1,2,949.5,0.0,23.5,68.0,1.5,954.2,0.0,24.7,63.0,1.7,953.5,0.0,26.2,57.0,1.9
546,546,546,2022-07-01,92,68,45,0.0,23.5,28.6,18.7,1.5,5.1,949.5,2,954.2,0.0,24.7,63.0,1.7,953.5,0.0,26.2,57.0,1.9,952.5,6.0,23.6,67.0,1.7
547,547,547,2022-07-02,76,63,46,0.0,24.7,29.8,19.9,1.7,6.5,954.2,2,953.5,0.0,26.2,57.0,1.9,952.5,6.0,23.6,67.0,1.7,951.2,0.0,25.2,56.0,2.2
548,548,548,2022-07-03,73,57,42,0.0,26.2,32.3,20.3,1.9,7.2,953.5,2,952.5,6.0,23.6,67.0,1.7,951.2,0.0,25.2,56.0,2.2,953.2,0.0,23.9,62.0,2.4
549,549,549,2022-07-04,90,67,44,6.0,23.6,30.2,19.0,1.7,13.8,952.5,2,951.2,0.0,25.2,56.0,2.2,953.2,0.0,23.9,62.0,2.4,952.2,0.0,24.7,63.0,1.8
550,550,550,2022-07-05,80,56,34,0.0,25.2,31.8,18.9,2.2,8.4,951.2,2,953.2,0.0,23.9,62.0,2.4,952.2,0.0,24.7,63.0,1.8,955.9,0.0,23.7,45.0,1.8
551,551,551,2022-07-06,76,62,46,0.0,23.9,28.8,20.4,2.4,8.3,953.2,2,952.2,0.0,24.7,63.0,1.8,955.9,0.0,23.7,45.0,1.8,955.7,0.0,23.3,49.0,1.9
552,552,552,2022-07-07,77,63,40,0.0,24.7,30.2,20.4,1.8,6.7,952.2,2,955.9,0.0,23.7,45.0,1.8,955.7,0.0,23.3,49.0,1.9,952.4,0.0,24.3,58.0,1.5
553,553,553,2022-07-08,58,45,34,0.0,23.7,29.3,18.4,1.8,7.1,955.9,2,955.7,0.0,23.3,49.0,1.9,952.4,0.0,24.3,58.0,1.5,953.0,0.0,24.2,59.0,1.9
554,554,554,2022-07-09,68,49,39,0.0,23.3,28.4,17.7,1.9,7.8,955.7,2,952.4,0.0,24.3,58.0,1.5,953.0,0.0,24.2,59.0,1.9,955.4,0.0,24.0,63.0,1.6
555,555,555,2022-07-10,78,58,40,0.0,24.3,29.8,18.1,1.5,5.7,952.4,2,953.0,0.0,24.2,59.0,1.9,955.4,0.0,24.0,63.0,1.6,957.9,0.0,24.2,66.0,1.6
556,556,556,2022-07-11,78,59,42,0.0,24.2,29.3,19.9,1.9,6.1,953.0,2,955.4,0.0,24.0,63.0,1.6,957.9,0.0,24.2,66.0,1.6,955.0,0.0,25.0,64.0,2.2
557,557,557,2022-07-12,74,63,50,0.0,24.0,28.0,21.2,1.6,5.5,955.4,2,957.9,0.0,24.2,66.0,1.6,955.0,0.0,25.0,64.0,2.2,949.9,0.0,27.1,49.0,1.8
558,558,558,2022-07-13,79,66,47,0.0,24.2,28.8,20.5,1.6,6.3,957.9,2,955.0,0.0,25.0,64.0,2.2,949.9,0.0,27.1,49.0,1.8,951.9,0.0,26.2,61.0,1.7
559,559,559,2022-07-14,76,64,44,0.0,25.0,30.8,21.0,2.2,7.5,955.0,2,949.9,0.0,27.1,49.0,1.8,951.9,0.0,26.2,61.0,1.7,956.0,0.0,26.3,62.0,1.8
560,560,560,2022-07-15,68,49,28,0.0,27.1,34.0,19.9,1.8,6.2,949.9,2,951.9,0.0,26.2,61.0,1.7,956.0,0.0,26.3,62.0,1.8,956.9,0.0,26.2,61.0,1.6
561,561,561,2022-07-16,75,61,40,0.0,26.2,32.1,21.3,1.7,7.1,951.9,2,956.0,0.0,26.3,62.0,1.8,956.9,0.0,26.2,61.0,1.6,956.1,0.0,26.3,56.0,1.8
562,562,562,2022-07-17,73,62,46,0.0,26.3,31.0,23.3,1.8,7.6,956.0,2,956.9,0.0,26.2,61.0,1.6,956.1,0.0,26.3,56.0,1.8,954.8,0.0,27.5,53.0,1.6
563,563,563,2022-07-18,76,61,44,0.0,26.2,32.3,22.6,1.6,5.6,956.9,2,956.1,0.0,26.3,56.0,1.8,954.8,0.0,27.5,53.0,1.6,953.1,0.0,27.7,51.0,1.9
564,564,564,2022-07-19,66,56,38,0.0,26.3,31.5,21.9,1.8,6.5,956.1,2,954.8,0.0,27.5,53.0,1.6,953.1,0.0,27.7,51.0,1.9,952.6,0.0,28.5,51.0,2.0
565,565,565,2022-07-20,69,53,35,0.0,27.5,33.0,23.3,1.6,5.7,954.8,2,953.1,0.0,27.7,51.0,1.9,952.6,0.0,28.5,51.0,2.0,951.8,0.0,27.2,58.0,1.7
566,566,566,2022-07-21,65,51,34,0.0,27.7,33.5,21.9,1.9,5.8,953.1,2,952.6,0.0,28.5,51.0,2.0,951.8,0.0,27.2,58.0,1.7,952.4,0.0,27.5,61.0,1.7
567,567,567,2022-07-22,67,51,33,0.0,28.5,34.5,23.0,2.0,7.5,952.6,2,951.8,0.0,27.2,58.0,1.7,952.4,0.0,27.5,61.0,1.7,950.2,0.0,27.3,59.0,2.1
568,568,568,2022-07-23,72,58,40,0.0,27.2,32.4,22.2,1.7,6.3,951.8,2,952.4,0.0,27.5,61.0,1.7,950.2,0.0,27.3,59.0,2.1,946.2,0.0,26.3,55.0,1.8
569,569,569,2022-07-24,76,61,39,0.0,27.5,33.3,22.3,1.7,5.5,952.4,2,950.2,0.0,27.3,59.0,2.1,946.2,0.0,26.3,55.0,1.8,947.8,25.2,23.6,66.0,1.9
570,570,570,2022-07-25,75,59,40,0.0,27.3,34.8,21.6,2.1,15.1,950.2,2,946.2,0.0,26.3,55.0,1.8,947.8,25.2,23.6,66.0,1.9,949.7,2.8,23.5,69.0,1.7
571,571,571,2022-07-26,86,55,36,0.0,26.3,32.5,18.6,1.8,10.8,946.2,2,947.8,25.2,23.6,66.0,1.9,949.7,2.8,23.5,69.0,1.7,950.9,43.6,23.3,83.0,1.6
572,572,572,2022-07-27,94,66,39,25.2,23.6,29.6,17.4,1.9,13.3,947.8,2,949.7,2.8,23.5,69.0,1.7,950.9,43.6,23.3,83.0,1.6,951.5,3.4,23.7,59.0,1.9
573,573,573,2022-07-28,89,69,50,2.8,23.5,28.2,20.6,1.7,7.7,949.7,2,950.9,43.6,23.3,83.0,1.6,951.5,3.4,23.7,59.0,1.9,952.3,1.4,24.8,49.0,2.1
574,574,574,2022-07-29,99,83,60,43.6,23.3,30.3,17.7,1.6,8.4,950.9,2,951.5,3.4,23.7,59.0,1.9,952.3,1.4,24.8,49.0,2.1,950.7,0.0,25.9,51.0,2.1
575,575,575,2022-07-30,92,59,33,3.4,23.7,29.2,17.4,1.9,6.8,951.5,2,952.3,1.4,24.8,49.0,2.1,950.7,0.0,25.9,51.0,2.1,952.0,0.0,25.0,55.0,2.0
576,576,576,2022-07-31,68,49,31,1.4,24.8,30.6,19.0,2.1,7.0,952.3,2,950.7,0.0,25.9,51.0,2.1,952.0,0.0,25.0,55.0,2.0,953.0,0.0,25.5,57.0,1.5
577,577,577,2022-08-01,64,51,35,0.0,25.9,32.1,20.2,2.1,6.9,950.7,2,952.0,0.0,25.0,55.0,2.0,953.0,0.0,25.5,57.0,1.5,952.2,0.0,26.4,57.0,1.9
578,578,578,2022-08-02,67,55,40,0.0,25.0,29.1,21.5,2.0,7.7,952.0,2,953.0,0.0,25.5,57.0,1.5,952.2,0.0,26.4,57.0,1.9,951.1,2.8,24.9,59.0,2.8
579,579,579,2022-08-03,74,57,40,0.0,25.5,30.3,21.6,1.5,6.3,953.0,2,952.2,0.0,26.4,57.0,1.9,951.1,2.8,24.9,59.0,2.8,950.9,0.0,25.3,50.0,2.5
580,580,580,2022-08-04,68,57,38,0.0,26.4,32.7,22.1,1.9,7.7,952.2,2,951.1,2.8,24.9,59.0,2.8,950.9,0.0,25.3,50.0,2.5,952.8,6.2,21.7,73.0,2.3
581,581,581,2022-08-05,87,59,39,2.8,24.9,33.2,19.1,2.8,13.3,951.1,2,950.9,0.0,25.3,50.0,2.5,952.8,6.2,21.7,73.0,2.3,953.0,0.0,22.5,59.0,2.1
582,582,582,2022-08-06,80,50,33,0.0,25.3,32.2,20.5,2.5,12.5,950.9,2,952.8,6.2,21.7,73.0,2.3,953.0,0.0,22.5,59.0,2.1,954.8,0.0,24.0,57.0,1.8
583,583,583,2022-08-07,92,73,49,6.2,21.7,28.1,16.8,2.3,10.8,952.8,2,953.0,0.0,22.5,59.0,2.1,954.8,0.0,24.0,57.0,1.8,954.9,0.0,24.1,58.0,1.8
584,584,584,2022-08-08,85,59,38,0.0,22.5,29.6,16.1,2.1,8.1,953.0,2,954.8,0.0,24.0,57.0,1.8,954.9,0.0,24.1,58.0,1.8,953.7,2.0,22.8,63.0,1.9
585,585,585,2022-08-09,74,57,41,0.0,24.0,29.8,18.5,1.8,5.7,954.8,2,954.9,0.0,24.1,58.0,1.8,953.7,2.0,22.8,63.0,1.9,949.8,0.0,23.0,63.0,1.7
586,586,586,2022-08-10,75,58,39,0.0,24.1,29.0,21.4,1.8,7.2,954.9,2,953.7,2.0,22.8,63.0,1.9,949.8,0.0,23.0,63.0,1.7,950.0,0.0,21.5,58.0,1.7
587,587,587,2022-08-11,92,63,38,2.0,22.8,29.0,16.6,1.9,6.8,953.7,2,949.8,0.0,23.0,63.0,1.7,950.0,0.0,21.5,58.0,1.7,946.8,1.0,20.4,68.0,1.6
588,588,588,2022-08-12,77,63,45,0.0,23.0,27.6,18.4,1.7,5.8,949.8,2,950.0,0.0,21.5,58.0,1.7,946.8,1.0,20.4,68.0,1.6,943.7,0.0,21.9,62.0,1.7
589,589,589,2022-08-13,73,58,41,0.0,21.5,27.1,17.7,1.7,8.3,950.0,2,946.8,1.0,20.4,68.0,1.6,943.7,0.0,21.9,62.0,1.7,946.8,3.0,22.0,68.0,1.9
590,590,590,2022-08-14,90,68,52,1.0,20.4,25.0,16.5,1.6,8.5,946.8,2,943.7,0.0,21.9,62.0,1.7,946.8,3.0,22.0,68.0,1.9,949.1,4.5,20.1,80.0,1.3
591,591,591,2022-08-15,77,62,39,0.0,21.9,29.0,15.3,1.7,5.2,943.7,2,946.8,3.0,22.0,68.0,1.9,949.1,4.5,20.1,80.0,1.3,947.0,41.4,18.7,86.0,2.1
