,DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Valore pressione,Stagione,Pressione prevista domani,Precipitazione prevista domani,Temperatura prevista domani,Umidità prevista domani,Vento previsto domani
873,2023-06-02,76,60,42,0.0,19.5,25.6,14.9,2.2,7.1,948.6,2,950.4,0.0,17.9,72.0,1.8
874,2023-06-03,85,72,53,0.0,17.9,21.6,14.7,1.8,6.1,950.4,2,951.6,22.5,15.3,88.0,1.9
875,2023-06-04,99,88,74,22.5,15.3,18.8,12.6,1.9,6.4,951.6,2,950.8,1.4,16.5,82.0,1.3
876,2023-06-05,97,82,54,1.4,16.5,22.3,13.2,1.3,4.9,950.8,2,950.5,0.2,18.4,74.0,1.6
877,2023-06-06,90,74,56,0.2,18.4,23.8,12.6,1.6,5.4,950.5,2,951.3,5.0,17.9,79.0,2.0
878,2023-06-07,98,79,56,5.0,17.9,22.8,13.6,2.0,9.3,951.3,2,949.4,0.6,18.7,82.0,1.4
879,2023-06-08,96,82,66,0.6,18.7,22.4,14.9,1.4,5.6,949.4,2,948.2,3.8,17.8,88.0,1.4
880,2023-06-09,99,88,77,3.8,17.8,20.3,16.0,1.4,5.1,948.2,2,947.5,0.0,19.1,73.0,1.9
881,2023-06-10,97,73,54,0.0,19.1,23.9,14.5,1.9,6.0,947.5,2,948.0,4.2,19.2,68.0,2.5
882,2023-06-11,94,68,47,4.2,19.2,25.8,15.7,2.5,10.6,948.0,2,948.2,9.8,18.8,78.0,1.8
883,2023-06-12,97,78,58,9.8,18.8,23.8,15.0,1.8,8.2,948.2,2,946.0,5.0,16.2,86.0,1.8
884,2023-06-13,96,86,67,5.0,16.2,17.3,14.6,1.8,6.4,946.0,2,946.9,15.3,17.0,84.0,1.4
885,2023-06-14,96,84,58,15.3,17.0,22.5,14.5,1.4,6.6,946.9,2,949.5,0.0,19.7,66.0,2.2
886,2023-06-15,83,66,42,0.0,19.7,25.5,14.9,2.2,8.8,949.5,2,950.0,0.0,21.2,57.0,2.1
887,2023-06-16,74,57,34,0.0,21.2,26.9,15.4,2.1,6.9,950.0,2,950.3,0.0,21.7,61.0,1.9
888,2023-06-17,78,61,44,0.0,21.7,26.7,16.6,1.9,5.5,950.3,2,951.5,1.4,21.3,69.0,1.8
889,2023-06-18,93,69,53,1.4,21.3,25.0,17.4,1.8,6.1,951.5,2,952.1,1.4,21.7,79.0,1.4
890,2023-06-19,95,79,55,1.4,21.7,26.5,17.0,1.4,4.6,952.1,2,953.4,0.0,22.1,71.0,1.4
891,2023-06-20,91,71,48,0.0,22.1,26.8,19.0,1.4,5.1,953.4,2,954.4,0.0,23.2,65.0,1.7
892,2023-06-21,81,65,47,0.0,23.2,28.2,18.3,1.7,5.4,954.4,2,953.7,0.2,22.9,65.0,2.2
893,2023-06-22,84,65,42,0.2,22.9,27.3,19.1,2.2,9.2,953.7,2,951.9,0.0,24.3,52.0,2.0
894,2023-06-23,74,52,29,0.0,24.3,31.1,18.4,2.0,7.6,951.9,2,954.1,0.0,23.0,43.0,2.0
895,2023-06-24,69,43,25,0.0,23.0,28.6,17.6,2.0,6.9,954.1,2,952.8,0.0,23.2,52.0,2.0
896,2023-06-25,71,52,39,0.0,23.2,28.6,18.0,2.0,6.8,952.8,2,951.6,0.0,25.1,58.0,1.7
897,2023-06-26,79,58,36,0.0,25.1,31.2,18.4,1.7,5.6,951.6,2,948.6,0.0,25.7,61.0,1.7
898,2023-06-27,80,61,46,0.0,25.7,31.0,20.9,1.7,5.9,948.6,2,949.7,6.5,22.9,74.0,1.6
899,2023-06-28,95,74,54,6.5,22.9,26.7,19.3,1.6,10.4,949.7,2,952.3,12.8,17.5,94.0,1.9
900,2023-06-29,98,94,86,12.8,17.5,20.6,15.3,1.9,6.8,952.3,2,947.8,5.6,16.9,89.0,1.5
901,2023-06-30,96,89,74,5.6,16.9,19.9,14.5,1.5,6.2,947.8,2,944.6,0.0,20.3,73.0,1.7
902,2023-07-01,91,73,53,0.0,20.3,26.2,14.1,1.7,5.6,944.6,2,946.0,0.0,22.7,67.0,1.7
903,2023-07-02,84,67,51,0.0,22.7,27.8,16.9,1.7,5.3,946.0,2,947.5,0.0,23.2,68.0,1.7
904,2023-07-03,83,68,42,0.0,23.2,27.5,19.5,1.7,8.4,947.5,2,949.8,0.4,21.6,72.0,1.6
905,2023-07-04,91,72,54,0.4,21.6,26.2,17.6,1.6,6.0,949.8,2,949.7,0.0,21.8,66.0,1.6
906,2023-07-05,82,66,55,0.0,21.8,27.5,16.7,1.6,5.6,949.7,2,951.6,0.0,20.8,67.0,1.9
907,2023-07-06,88,67,49,0.0,20.8,27.3,17.0,1.9,10.0,951.6,2,956.2,0.0,21.5,70.0,1.4
908,2023-07-07,83,70,53,0.0,21.5,26.2,16.7,1.4,5.5,956.2,2,956.8,0.0,23.0,68.0,1.4
909,2023-07-08,84,68,52,0.0,23.0,27.9,19.4,1.4,5.5,956.8,2,956.9,0.0,25.6,63.0,1.8
910,2023-07-09,81,63,43,0.0,25.6,31.8,19.3,1.8,5.6,956.9,2,956.1,0.0,27.1,63.0,1.8
911,2023-07-10,75,63,44,0.0,27.1,32.9,21.9,1.8,5.4,956.1,2,953.1,0.0,26.7,66.0,1.8
912,2023-07-11,84,66,47,0.0,26.7,31.8,21.9,1.8,6.0,953.1,2,950.9,0.0,23.7,78.0,1.8
913,2023-07-12,94,78,64,0.0,23.7,26.2,21.3,1.8,6.6,950.9,2,950.2,3.4,23.5,78.0,1.5
914,2023-07-13,96,78,52,3.4,23.5,28.6,19.9,1.5,5.1,950.2,2,952.8,0.2,22.6,82.0,1.9
915,2023-07-14,96,82,64,0.2,22.6,25.6,20.5,1.9,6.3,952.8,2,952.3,0.0,24.0,72.0,1.3
916,2023-07-15,92,72,56,0.0,24.0,28.7,20.4,1.3,4.4,952.3,2,951.8,0.0,25.2,69.0,1.7
917,2023-07-16,84,69,49,0.0,25.2,30.8,20.5,1.7,5.6,951.8,2,953.2,0.0,26.3,69.0,1.7
918,2023-07-17,82,69,51,0.0,26.3,32.1,21.4,1.7,5.9,953.2,2,953.1,0.0,26.9,71.0,1.5
919,2023-07-18,86,71,54,0.0,26.9,32.6,21.4,1.5,5.3,953.1,2,948.0,0.0,27.4,58.0,1.8
920,2023-07-19,82,58,27,0.0,27.4,34.2,21.9,1.8,6.6,948.0,2,946.1,0.0,25.6,58.0,1.7
921,2023-07-20,79,58,40,0.0,25.6,30.6,21.6,1.7,5.5,946.1,2,944.8,0.0,24.7,67.0,1.8
922,2023-07-21,87,67,49,0.0,24.7,30.7,20.4,1.8,8.1,944.8,2,949.1,0.0,23.6,64.0,1.5
923,2023-07-22,83,64,50,0.0,23.6,28.9,19.2,1.5,4.9,949.1,2,951.0,0.0,24.2,60.0,1.9
924,2023-07-23,83,60,41,0.0,24.2,30.7,17.3,1.9,7.2,951.0,2,946.5,1.6,21.3,85.0,1.7
925,2023-07-24,96,85,69,1.6,21.3,24.4,18.7,1.7,7.4,946.5,2,939.4,0.2,22.6,63.0,1.5
926,2023-07-25,98,63,26,0.2,22.6,28.9,17.1,1.5,5.9,939.4,2,945.8,0.0,21.5,36.0,2.1
927,2023-07-26,53,36,22,0.0,21.5,27.9,15.9,2.1,6.6,945.8,2,950.4,0.0,20.3,52.0,1.9
928,2023-07-27,74,52,39,0.0,20.3,25.7,15.4,1.9,6.1,950.4,2,949.3,0.0,21.9,62.0,1.7
929,2023-07-28,80,62,44,0.0,21.9,28.0,17.0,1.7,6.7,949.3,2,949.2,14.8,22.9,68.0,1.7
930,2023-07-29,94,68,52,14.8,22.9,28.1,18.0,1.7,10.1,949.2,2,948.6,2.6,23.2,71.0,1.8
931,2023-07-30,94,71,44,2.6,23.2,29.8,18.2,1.8,9.2,948.6,2,948.5,0.0,23.6,62.0,1.5
932,2023-07-31,78,62,48,0.0,23.6,28.4,18.9,1.5,5.5,948.5,2,941.9,0.0,23.6,66.0,1.7
933,2023-08-01,83,66,50,0.0,23.6,28.7,19.2,1.7,6.3,941.9,2,942.4,0.0,23.7,59.0,1.7
934,2023-08-02,89,59,37,0.0,23.7,30.1,18.9,1.7,5.6,942.4,2,941.0,0.0,23.8,66.0,1.9
935,2023-08-03,87,66,28,0.0,23.8,30.2,19.0,1.9,6.7,941.0,2,943.6,7.2,17.7,62.0,2.8
936,2023-08-04,92,62,37,7.2,17.7,24.3,12.9,2.8,12.1,943.6,2,954.0,0.0,22.3,60.0,1.7
937,2023-08-10,82,60,36,0.0,22.3,28.3,17.1,1.7,5.4,954.0,2,957.2,0.0,23.5,64.0,1.7
938,2023-08-11,80,64,45,0.0,23.5,29.5,18.1,1.7,5.9,957.2,2,956.3,0.0,24.5,68.0,1.5
939,2023-08-12,81,68,51,0.0,24.5,29.3,20.1,1.5,4.8,956.3,2,954.8,0.0,24.4,66.0,1.8
940,2023-08-13,82,66,46,0.0,24.4,29.7,21.3,1.8,7.6,954.8,2,954.5,0.0,24.0,66.0,2.0
941,2023-08-14,84,66,50,0.0,24.0,30.0,19.6,2.0,7.3,954.5,2,953.5,0.0,25.3,63.0,1.8
942,2023-08-15,78,63,48,0.0,25.3,31.0,20.0,1.8,5.6,953.5,2,953.8,2.4,24.9,70.0,1.8
943,2023-08-16,92,70,49,2.4,24.9,31.3,21.1,1.8,7.0,953.8,2,952.7,26.7,24.1,69.0,2.5
944,2023-08-17,94,69,38,26.7,24.1,30.5,16.2,2.5,16.6,952.7,2,952.5,0.0,24.1,64.0,1.9
945,2023-08-18,78,64,47,0.0,24.1,30.4,17.7,1.9,5.6,952.5,2,953.7,0.0,26.2,65.0,1.6
946,2023-08-19,84,65,47,0.0,26.2,31.9,20.4,1.6,5.7,953.7,2,955.9,0.0,26.6,62.0,1.8
947,2023-08-20,72,62,47,0.0,26.6,32.4,21.4,1.8,5.1,955.9,2,957.0,0.0,27.2,55.0,1.9
948,2023-08-21,71,55,36,0.0,27.2,33.4,22.4,1.9,5.8,957.0,2,954.9,0.0,27.6,51.0,2.0
949,2023-08-22,63,51,34,0.0,27.6,34.1,22.5,2.0,5.7,954.9,2,953.1,0.0,28.5,51.0,2.0
950,2023-08-23,64,51,32,0.0,28.5,35.7,23.0,2.0,6.7,953.1,2,952.5,0.0,28.0,46.0,2.1
951,2023-08-24,57,46,35,0.0,28.0,35.2,23.4,2.1,7.0,952.5,2,949.3,0.0,27.4,51.0,1.8
952,2023-08-25,66,51,38,0.0,27.4,33.3,22.5,1.8,5.5,949.3,2,947.3,0.0,23.9,63.0,1.8
953,2023-08-26,86,63,44,0.0,23.9,29.1,20.6,1.8,10.7,947.3,2,943.1,38.8,19.7,82.0,2.1
954,2023-08-27,94,82,45,38.8,19.7,24.1,15.2,2.1,9.6,943.1,2,936.7,59.7,14.8,91.0,1.9
955,2023-08-28,95,91,76,59.7,14.8,16.6,13.6,1.9,9.8,936.7,2,939.5,2.2,17.4,62.0,2.3
956,2023-08-29,91,62,29,2.2,17.4,23.8,12.6,2.3,8.9,939.5,2,942.4,0.0,18.3,57.0,1.7
957,2023-08-30,73,57,36,0.0,18.3,23.8,14.0,1.7,5.0,942.4,2,948.9,0.0,19.2,61.0,1.9
958,2023-08-31,82,61,38,0.0,19.2,25.0,14.1,1.9,6.2,948.9,2,953.7,0.0,19.1,72.0,1.4
959,2023-09-01,83,72,56,0.0,19.1,23.4,14.4,1.4,5.7,953.7,3,956.3,0.0,20.9,68.0,1.6
960,2023-09-02,86,68,48,0.0,20.9,25.8,16.6,1.6,5.4,956.3,3,958.0,0.0,22.2,53.0,2.2
961,2023-09-03,74,53,34,0.0,22.2,29.2,16.8,2.2,6.7,958.0,3,957.6,0.0,22.0,58.0,1.8
962,2023-09-04,78,58,43,0.0,22.0,27.0,17.7,1.8,5.2,957.6,3,957.3,0.0,20.2,75.0,1.4
963,2023-09-05,83,75,64,0.0,20.2,21.1,17.7,1.4,5.3,957.3,3,956.9,0.0,20.4,61.0,1.9
964,2023-09-06,84,61,35,0.0,20.4,26.5,15.6,1.9,6.7,956.9,3,956.5,0.0,20.6,56.0,1.9
965,2023-09-07,71,56,41,0.0,20.6,26.6,16.0,1.9,5.5,956.5,3,955.7,0.0,21.0,61.0,2.0
966,2023-09-08,74,61,41,0.0,21.0,26.9,16.8,2.0,6.2,955.7,3,954.8,0.0,21.7,60.0,1.9
967,2023-09-09,75,60,37,0.0,21.7,28.1,16.7,1.9,5.8,954.8,3,954.6,0.0,22.1,53.0,2.0
968,2023-09-10,65,53,37,0.0,22.1,28.8,17.0,2.0,6.5,954.6,3,951.7,0.0,22.6,56.0,1.9
969,2023-09-11,71,56,41,0.0,22.6,29.0,16.9,1.9,5.9,951.7,3,950.8,0.0,22.5,67.0,1.4
970,2023-09-12,82,67,48,0.0,22.5,27.4,18.6,1.4,5.5,950.8,3,951.8,0.2,20.3,80.0,1.8
971,2023-09-13,96,80,62,0.2,20.3,24.3,17.1,1.8,6.4,951.8,3,953.1,2.8,18.8,80.0,2.0
972,2023-09-14,96,80,54,2.8,18.8,25.3,15.8,2.0,9.3,953.1,3,954.1,1.6,17.6,85.0,1.3
973,2023-09-15,94,85,73,1.6,17.6,21.4,15.1,1.3,4.9,954.1,3,954.1,3.4,18.0,88.0,1.2
974,2023-09-16,94,88,69,3.4,18.0,21.6,16.2,1.2,5.1,954.1,3,954.8,0.0,18.4,84.0,1.1
975,2023-09-17,95,84,67,0.0,18.4,21.5,14.6,1.1,4.4,954.8,3,950.1,4.4,18.1,86.0,1.8
976,2023-09-18,95,86,67,4.4,18.1,21.7,14.9,1.8,8.3,950.1,3,950.0,0.0,19.7,59.0,1.8
977,2023-09-19,79,59,36,0.0,19.7,26.2,13.7,1.8,8.7,950.0,3,950.2,4.8,18.2,80.0,1.6
978,2023-09-20,97,80,66,4.8,18.2,21.3,16.0,1.6,5.2,950.2,3,944.2,0.2,17.3,86.0,1.3
979,2023-09-21,98,86,65,0.2,17.3,20.9,14.1,1.3,4.6,944.2,3,940.1,0.0,18.2,69.0,1.8
980,2023-09-22,96,69,43,0.0,18.2,23.7,14.1,1.8,7.4,940.1,3,947.7,15.7,14.1,69.0,2.4
981,2023-09-23,94,69,40,15.7,14.1,20.3,10.7,2.4,10.2,947.7,3,955.1,0.0,15.3,58.0,2.1
982,2023-09-24,75,58,33,0.0,15.3,21.7,10.5,2.1,6.8,955.1,3,957.3,0.0,15.5,59.0,1.9
983,2023-09-25,77,59,39,0.0,15.5,21.9,10.5,1.9,7.3,957.3,3,957.1,0.0,17.5,50.0,2.0
984,2023-09-26,67,50,33,0.0,17.5,23.9,12.8,2.0,6.7,957.1,3,956.4,0.0,18.1,59.0,2.0
985,2023-09-27,75,59,44,0.0,18.1,24.1,13.8,2.0,5.5,956.4,3,955.5,0.0,19.2,62.0,2.0
986,2023-09-28,76,62,40,0.0,19.2,25.1,15.6,2.0,6.8,955.5,3,956.9,0.0,19.1,65.0,1.8
987,2023-09-29,77,65,46,0.0,19.1,25.2,14.9,1.8,5.1,956.9,3,957.4,0.0,19.0,69.0,1.6
988,2023-09-30,82,69,48,0.0,19.0,24.6,14.8,1.6,4.9,957.4,3,959.5,0.0,19.6,70.0,1.7
989,2023-10-01,82,70,49,0.0,19.6,25.4,15.4,1.7,4.6,959.5,3,960.0,0.0,20.2,71.0,1.5
990,2023-10-02,83,71,53,0.0,20.2,25.0,16.6,1.5,4.6,960.0,3,957.3,0.0,19.7,73.0,1.8
991,2023-10-03,87,73,51,0.0,19.7,25.3,15.9,1.8,5.3,957.3,3,958.0,0.0,18.9,73.0,1.5
992,2023-10-04,83,73,55,0.0,18.9,24.0,15.5,1.5,4.9,958.0,3,958.9,0.0,18.6,80.0,1.1
993,2023-10-05,91,80,67,0.0,18.6,21.4,16.1,1.1,4.8,958.9,3,959.6,0.0,18.8,72.0,1.4
994,2023-10-06,85,72,55,0.0,18.8,23.3,15.0,1.4,5.4,959.6,3,959.2,0.0,18.6,66.0,1.6
995,2023-10-07,86,66,47,0.0,18.6,24.4,13.7,1.6,5.9,959.2,3,959.2,0.0,23.3,33.0,2.8
996,2023-10-08,50,33,15,0.0,23.3,32.1,17.8,2.8,8.6,959.2,3,957.4,0.0,22.6,38.0,2.0
997,2023-10-09,56,38,25,0.0,22.6,29.3,18.9,2.0,7.3,957.4,3,955.7,0.0,22.0,40.0,2.0
998,2023-10-10,73,40,25,0.0,22.0,28.4,17.8,2.0,7.1,955.7,3,956.9,0.0,18.7,65.0,1.6
999,2023-10-11,82,65,53,0.0,18.7,23.7,14.6,1.6,4.8,956.9,3,955.9,0.0,18.1,67.0,1.8
1000,2023-10-12,81,67,49,0.0,18.1,23.8,14.2,1.8,5.4,955.9,3,955.6,0.0,17.9,68.0,1.7
1001,2023-10-13,82,68,52,0.0,17.9,23.2,14.3,1.7,5.8,955.6,3,950.1,0.0,16.4,76.0,1.5
1002,2023-10-14,89,76,58,0.0,16.4,21.9,12.7,1.5,4.8,950.1,3,947.4,0.0,15.5,61.0,1.7
1003,2023-10-15,79,61,37,0.0,15.5,19.9,11.1,1.7,5.0,947.4,3,953.7,4.0,10.4,85.0,1.2
1004,2023-10-16,95,85,52,4.0,10.4,12.5,9.2,1.2,5.1,953.7,3,952.0,0.0,10.9,80.0,0.9
1005,2023-10-17,94,80,64,0.0,10.9,12.9,8.4,0.9,4.1,952.0,3,948.7,0.2,11.1,84.0,0.9
1006,2023-10-18,94,84,68,0.2,11.1,12.9,10.1,0.9,3.4,948.7,3,939.0,3.6,11.0,89.0,1.2
1007,2023-10-19,100,89,67,3.6,11.0,14.2,9.4,1.2,5.3,939.0,3,927.8,30.0,11.3,95.0,1.1
1008,2023-10-20,100,95,47,30.0,11.3,19.4,8.1,1.1,6.4,927.8,3,936.9,0.0,12.5,83.0,1.6
1009,2023-10-21,99,83,61,0.0,12.5,17.9,8.3,1.6,5.4,936.9,3,946.7,0.0,12.2,72.0,1.6
1010,2023-10-22,93,72,49,0.0,12.2,16.7,8.2,1.6,5.7,946.7,3,951.3,4.4,12.2,90.0,1.3
1011,2023-10-23,99,90,71,4.4,12.2,14.7,10.7,1.3,4.9,951.3,3,943.3,30.0,10.6,97.0,1.2
1012,2023-10-24,100,97,85,30.0,10.6,13.0,6.7,1.2,5.4,943.3,3,940.0,0.0,10.3,89.0,1.1
1013,2023-10-25,99,89,63,0.0,10.3,16.2,5.7,1.1,4.6,940.0,3,936.8,0.2,11.4,90.0,1.2
1014,2023-10-26,98,90,76,0.2,11.4,14.8,8.7,1.2,4.0,936.8,3,933.0,2.4,15.2,54.0,2.6
1015,2023-10-27,99,54,21,2.4,15.2,21.9,8.7,2.6,10.6,933.0,3,941.3,0.0,13.4,54.0,2.1
1016,2023-10-28,89,54,28,0.0,13.4,19.2,8.3,2.1,9.9,941.3,3,947.1,0.0,11.0,84.0,1.2
1017,2023-10-29,97,84,70,0.0,11.0,13.8,7.8,1.2,4.0,947.1,3,942.3,15.6,11.2,92.0,1.3
1018,2023-10-30,98,92,81,15.6,11.2,13.0,9.0,1.3,6.1,942.3,3,941.2,0.4,13.7,52.0,2.1
1019,2023-10-31,95,52,31,0.4,13.7,20.8,8.5,2.1,8.1,941.2,3,946.7,0.0,9.5,74.0,1.4
1020,2023-11-01,96,74,50,0.0,9.5,12.8,7.2,1.4,5.2,946.7,3,931.8,14.2,8.1,97.0,1.0
1021,2023-11-02,99,97,94,14.2,8.1,9.2,5.7,1.0,5.5,931.8,3,924.6,0.2,10.0,54.0,2.1
1022,2023-11-03,99,54,21,0.2,10.0,15.0,5.3,2.1,11.2,924.6,3,931.0,6.2,7.0,74.0,1.5
1023,2023-11-04,97,74,52,6.2,7.0,10.2,4.0,1.5,4.6,931.0,3,930.4,0.6,11.2,62.0,1.9
1024,2023-11-05,99,62,29,0.6,11.2,18.8,3.8,1.9,11.6,930.4,3,944.7,0.0,9.9,60.0,1.7
1025,2023-11-06,88,60,38,0.0,9.9,14.8,5.7,1.7,7.3,944.7,3,950.0,0.0,8.2,61.0,1.6
1026,2023-11-07,86,61,42,0.0,8.2,13.8,4.7,1.6,5.9,950.0,3,953.3,0.0,7.8,57.0,1.7
1027,2023-11-08,83,57,41,0.0,7.8,13.4,3.7,1.7,5.8,953.3,3,950.3,4.6,5.5,83.0,1.0
1028,2023-11-09,95,83,63,4.6,5.5,7.7,3.7,1.0,4.0,950.3,3,941.2,0.0,5.1,81.0,1.4
1029,2023-11-10,97,81,36,0.0,5.1,10.0,1.5,1.4,8.3,941.2,3,941.3,0.0,8.9,46.0,2.2
1030,2023-11-11,77,46,25,0.0,8.9,14.5,5.4,2.2,8.7,941.3,3,945.0,0.0,6.3,67.0,1.4
1031,2023-11-12,88,67,45,0.0,6.3,10.3,3.1,1.4,6.0,945.0,3,949.5,0.0,6.6,83.0,1.0
1032,2023-11-13,97,83,57,0.0,6.6,12.9,2.0,1.0,3.8,949.5,3,948.0,0.4,7.4,96.0,1.1
1033,2023-11-14,100,96,83,0.4,7.4,11.2,4.0,1.1,5.6,948.0,3,950.4,0.0,11.8,56.0,2.0
1034,2023-11-15,100,56,19,0.0,11.8,19.3,6.2,2.0,6.0,950.4,3,950.2,0.0,8.3,50.0,1.4
1035,2023-11-16,76,50,31,0.0,8.3,14.5,3.8,1.4,5.7,950.2,3,949.0,0.0,9.5,43.0,1.9
1036,2023-11-17,64,43,18,0.0,9.5,16.1,4.7,1.9,6.3,949.0,3,956.1,0.0,7.7,46.0,1.6
1037,2023-11-18,67,46,26,0.0,7.7,13.1,4.4,1.6,4.9,956.1,3,952.8,0.0,7.1,59.0,1.4
1038,2023-11-19,81,59,33,0.0,7.1,13.9,3.7,1.4,4.4,952.8,3,947.8,0.0,6.1,80.0,0.9
1039,2023-11-20,99,80,55,0.0,6.1,12.3,1.6,0.9,3.7,947.8,3,943.6,0.0,8.4,89.0,0.9
1040,2023-11-21,100,89,57,0.0,8.4,14.2,5.7,0.9,3.8,943.6,3,950.1,0.0,8.0,56.0,1.9
1041,2023-11-22,100,56,32,0.0,8.0,13.2,3.0,1.9,5.7,950.1,3,954.1,0.0,6.4,53.0,1.4
1042,2023-11-23,79,53,31,0.0,6.4,13.1,2.2,1.4,5.6,954.1,3,938.4,0.0,10.7,34.0,2.0
1043,2023-11-24,66,34,8,0.0,10.7,20.1,2.3,2.0,11.3,938.4,3,941.6,0.0,5.3,34.0,2.0
1044,2023-11-25,55,34,17,0.0,5.3,10.0,0.6,2.0,7.2,941.6,3,946.0,0.0,3.9,33.0,1.6
1045,2023-11-26,55,33,17,0.0,3.9,9.2,0.2,1.6,6.3,946.0,3,942.6,0.0,2.9,47.0,1.2
1046,2023-11-27,69,47,28,0.0,2.9,7.0,-1.3,1.2,4.7,942.6,3,932.4,0.0,6.0,39.0,1.7
1047,2023-11-28,65,39,18,0.0,6.0,13.9,-2.0,1.7,7.4,932.4,3,932.0,6.8,3.5,89.0,1.0
1048,2023-12-01,100,89,63,6.8,3.5,7.4,-0.5,1.0,3.9,932.0,0,932.5,0.0,5.3,76.0,1.3
1049,2023-12-02,100,76,27,0.0,5.3,13.1,-0.2,1.3,4.5,932.5,0,952.2,0.0,2.0,56.0,1.6
1050,2023-12-03,72,56,28,0.0,2.0,7.1,-0.9,1.6,4.5,952.2,0,953.1,4.4,0.1,84.0,0.8
1051,2023-12-04,100,84,62,4.4,0.1,2.2,-1.3,0.8,3.1,953.1,0,945.9,0.0,0.8,80.0,1.5
1052,2023-12-05,100,80,52,0.0,0.8,5.4,-1.9,1.5,6.0,945.9,0,946.6,0.0,3.5,50.0,2.6
1053,2023-12-06,79,50,26,0.0,3.5,11.4,-2.1,2.6,8.4,946.6,0,951.8,0.0,3.3,49.0,1.5
1054,2023-12-07,68,49,32,0.0,3.3,8.1,0.4,1.5,5.0,951.8,0,949.8,4.2,1.4,86.0,1.0
1055,2023-12-08,99,86,58,4.2,1.4,3.0,0.3,1.0,4.8,949.8,0,949.4,0.2,1.0,97.0,1.1
1056,2023-12-09,100,97,79,0.2,1.0,4.8,-1.8,1.1,4.1,949.4,0,949.0,0.0,6.8,63.0,1.9
1057,2023-12-10,100,63,23,0.0,6.8,17.6,-2.2,1.9,7.9,949.0,0,946.7,0.0,6.4,67.0,1.5
1058,2023-12-11,95,67,38,0.0,6.4,12.8,1.5,1.5,8.4,946.7,0,945.4,0.0,4.8,94.0,1.0
1059,2023-12-12,100,94,80,0.0,4.8,8.4,1.0,1.0,4.1,945.4,0,937.0,0.0,5.4,99.0,1.0
1060,2023-12-13,100,99,88,0.0,5.4,8.6,3.9,1.0,4.6,937.0,0,946.3,0.0,6.4,66.0,1.7
1061,2023-12-14,98,66,38,0.0,6.4,13.2,1.4,1.7,6.8,946.3,0,961.0,0.0,7.4,38.0,2.2
1062,2023-12-15,47,38,26,0.0,7.4,13.1,4.4,2.2,7.4,961.0,0,969.6,0.0,3.8,57.0,1.5
1063,2023-12-16,91,57,38,0.0,3.8,8.1,0.1,1.5,4.8,969.6,0,971.4,0.0,3.9,61.0,1.3
1064,2023-12-17,83,61,40,0.0,3.9,10.6,-1.5,1.3,5.4,971.4,0,966.9,0.0,8.1,47.0,1.6
1065,2023-12-18,63,47,27,0.0,8.1,14.9,2.8,1.6,5.4,966.9,0,958.0,0.0,9.2,42.0,1.7
1066,2023-12-19,60,42,24,0.0,9.2,16.5,4.2,1.7,6.6,958.0,0,947.4,0.0,7.6,46.0,1.6
1067,2023-12-20,59,46,27,0.0,7.6,15.6,3.3,1.6,4.6,947.4,0,943.4,0.0,8.5,46.0,2.0
1068,2023-12-21,75,46,29,0.0,8.5,14.9,4.1,2.0,7.9,943.4,0,939.5,0.0,12.8,29.0,2.1
1069,2023-12-22,49,29,14,0.0,12.8,20.2,6.2,2.1,7.2,939.5,0,944.5,0.0,17.6,15.0,3.6
1070,2023-12-23,27,15,5,0.0,17.6,24.1,10.6,3.6,10.9,944.5,0,948.4,0.0,13.5,30.0,1.8
1071,2023-12-24,72,30,12,0.0,13.5,20.1,5.4,1.8,6.8,948.4,0,951.0,0.0,7.4,61.0,1.4
1072,2023-12-25,93,61,30,0.0,7.4,14.2,3.0,1.4,4.6,951.0,0,953.8,0.0,5.2,84.0,1.1
1073,2023-12-26,97,84,65,0.0,5.2,11.1,1.7,1.1,4.1,953.8,0,959.1,0.0,6.0,84.0,1.1
1074,2023-12-27,97,84,73,0.0,6.0,8.0,1.8,1.1,3.7,959.1,0,959.7,0.0,6.4,73.0,1.5
1075,2023-12-28,87,73,62,0.0,6.4,9.2,2.9,1.5,5.7,959.7,0,956.0,0.0,5.7,74.0,1.5
1076,2023-12-29,83,74,60,0.0,5.7,9.3,2.7,1.5,5.1,956.0,0,954.0,0.0,5.2,77.0,1.6
1077,2023-12-30,90,77,56,0.0,5.2,10.4,2.7,1.6,5.3,954.0,0,948.3,0.0,4.4,84.0,1.5
1078,2023-12-31,96,84,73,0.0,4.4,6.9,2.0,1.5,5.3,948.3,0,947.2,0.0,5.6,56.0,1.6
1079,2024-01-01,92,56,32,0.0,5.6,10.7,1.7,1.6,6.3,947.2,0,947.8,0.0,3.0,62.0,1.0
1080,2024-01-02,84,62,48,0.0,3.0,6.5,0.6,1.0,3.3,947.8,0,942.7,0.0,4.2,68.0,1.3
1081,2024-01-03,93,68,26,0.0,4.2,14.8,-1.8,1.3,10.9,942.7,0,943.9,0.0,9.1,37.0,1.3
1082,2024-01-04,56,37,19,0.0,9.1,15.8,3.0,1.3,6.7,943.9,0,941.1,23.6,2.9,84.0,1.2
1083,2024-01-05,99,84,47,23.6,2.9,6.3,0.2,1.2,4.5,941.1,0,934.7,0.0,4.8,82.0,2.0
