DATA,Umidità massima (%),Umidità media (%),Umidità minima (%),Precipitazione (mm),Temperatura media (°C),Temperatura massima (°C),Temperatura minima (°C),Velocità media (m/s),Velocità raffica (m/s),Settore prevalente,Tempo permanenza (min),Durata calma (min),Valore pressione,Stagione
2022-10-25,99,86,66,0.0,15.3,19.7,12.9,1.6,5.0,WSW,520.0,20.0,954.5,Autunno
2022-10-26,93,82,63,0.0,16.2,20.7,13.5,1.2,5.0,WSW,450.0,50.0,957.6,Autunno
2022-10-27,92,82,64,0.0,16.1,21.0,13.0,1.4,3.9,WSW,460.0,0.0,962.1,Autunno
2022-10-28,88,71,51,0.0,16.7,23.1,12.5,1.5,4.1,SW,570.0,0.0,962.7,Autunno
2022-10-29,76,59,42,0.0,17.3,23.2,12.4,1.6,4.8,SW,640.0,20.0,960.7,Autunno
2022-10-30,71,53,38,0.0,17.6,22.6,14.4,1.8,5.4,SW,570.0,10.0,958.1,Autunno
2022-10-31,78,56,39,0.0,16.5,22.0,12.8,1.9,5.0,SW,550.0,20.0,956.9,Autunno
2022-11-01,99,84,68,7.8,12.7,17.1,10.1,1.4,4.9,SW,380.0,10.0,957.5,Autunno
2022-11-02,99,85,65,0.0,12.0,17.0,8.9,1.4,5.0,WSW,420.0,60.0,957.6,Autunno
2022-11-03,99,92,68,8.2,12.0,15.7,10.5,1.0,4.7,NE,200.0,70.0,952.1,Autunno
2022-11-04,99,84,48,26.3,9.6,13.2,6.2,2.8,12.0,SW,530.0,10.0,940.4,Autunno
2022-11-05,81,55,27,0.0,10.2,16.5,6.4,2.9,9.6,SW,640.0,0.0,947.8,Autunno
2022-11-06,73,54,33,0.0,9.2,14.7,6.2,1.7,5.5,WSW,480.0,20.0,951.9,Autunno
2022-11-07,83,67,41,0.0,8.5,14.7,4.0,1.6,4.5,SW,450.0,20.0,954.4,Autunno
2022-11-08,89,74,53,0.0,9.1,14.8,6.7,1.5,4.7,SW,560.0,0.0,955.2,Autunno
2022-11-09,99,82,56,3.5,9.5,14.4,6.1,1.3,5.5,SW,370.0,40.0,953.8,Autunno
2022-11-10,99,84,60,0.0,10.6,17.0,6.6,1.5,5.8,WSW,370.0,20.0,959.5,Autunno
2022-11-11,97,82,62,0.0,9.9,15.9,5.2,1.4,4.8,SW,490.0,30.0,967.0,Autunno
2022-11-12,75,54,37,0.0,12.5,17.9,8.2,1.6,5.0,WSW,480.0,50.0,963.4,Autunno
2022-11-13,94,80,61,0.0,9.5,13.4,6.6,1.1,4.9,WSW,180.0,100.0,958.6,Autunno
2022-11-14,99,95,80,0.8,7.8,8.4,7.1,1.1,3.2,N,260.0,50.0,956.2,Autunno
2022-11-15,99,94,81,0.4,8.0,9.9,6.6,0.9,3.1,ENE,260.0,50.0,950.1,Autunno
2022-11-16,99,87,64,0.0,8.0,13.0,4.0,1.1,3.8,WSW,180.0,50.0,939.6,Autunno
2022-11-17,99,89,71,0.0,7.6,12.1,3.3,1.3,4.7,NE,170.0,10.0,937.2,Autunno
2022-11-18,99,60,20,0.0,10.2,18.9,5.1,2.1,7.3,SW,430.0,0.0,936.9,Autunno
2022-11-19,67,51,37,0.0,7.5,12.0,4.9,2.0,7.0,SW,610.0,20.0,941.3,Autunno
2022-11-20,60,48,29,0.0,6.6,12.4,2.9,1.9,5.5,SW,550.0,10.0,945.0,Autunno
2022-11-21,94,48,29,0.0,6.6,10.3,3.8,1.6,6.1,SW,360.0,20.0,940.8,Autunno
2022-11-22,99,69,35,9.4,6.2,14.5,1.2,2.1,7.9,SW,650.0,0.0,932.0,Autunno
2022-11-23,70,45,27,0.0,6.7,11.8,2.7,2.0,7.6,WSW,490.0,0.0,938.1,Autunno
2022-11-24,76,48,23,0.0,8.9,17.0,2.4,2.0,7.6,SW,640.0,20.0,947.8,Autunno
2022-11-25,84,59,41,0.0,6.7,11.3,3.9,1.6,5.2,WSW,480.0,20.0,952.6,Autunno
2022-11-26,80,51,26,0.0,7.4,14.4,2.0,1.9,6.0,WSW,620.0,10.0,959.4,Autunno
2022-11-27,89,62,39,0.0,5.1,9.5,1.7,1.4,4.1,SW,470.0,30.0,959.7,Autunno
2022-11-28,99,82,65,0.0,3.9,6.9,1.7,0.9,3.2,WSW,180.0,90.0,951.9,Autunno
2022-11-29,99,97,90,3.8,2.7,4.4,0.2,1.0,3.7,NNW,220.0,50.0,950.1,Autunno
2022-11-30,99,91,75,0.0,2.8,6.8,-1.1,1.3,4.1,WSW,490.0,30.0,951.2,Autunno
2022-12-01,99,72,44,0.0,5.0,9.7,1.4,1.5,5.9,WSW,550.0,20.0,951.4,Inverno
2022-12-02,99,81,64,0.0,4.4,6.8,2.3,1.3,4.1,NNE,370.0,10.0,951.2,Inverno
2022-12-03,99,99,95,22.0,2.2,3.4,0.7,1.4,4.2,SW,490.0,10.0,950.6,Inverno
2022-12-04,99,90,74,3.2,4.6,8.1,2.7,1.1,3.8,WSW,360.0,20.0,947.8,Inverno
2022-12-05,98,78,53,0.4,4.8,10.4,1.1,1.5,4.9,SW,580.0,10.0,950.7,Inverno
2022-12-06,81,66,50,0.0,3.5,10.0,-0.1,1.7,5.2,SW,550.0,0.0,949.2,Inverno
2022-12-07,95,69,47,0.0,2.5,7.5,-0.5,1.4,4.0,WSW,500.0,10.0,946.3,Inverno
2022-12-08,91,73,51,0.0,1.9,6.6,-1.4,1.2,4.3,WSW,490.0,50.0,944.3,Inverno
2022-12-09,99,97,87,9.6,1.4,3.2,-0.9,1.1,3.8,SSE,250.0,20.0,937.9,Inverno
2022-12-10,99,81,58,0.0,4.0,10.6,-0.1,1.9,6.5,WSW,620.0,0.0,933.6,Inverno
2022-12-11,70,49,29,0.0,2.3,7.4,-1.1,1.8,5.3,SW,570.0,0.0,935.9,Inverno
2022-12-12,98,64,39,1.0,-0.5,3.0,-3.8,1.5,4.9,SW,320.0,0.0,941.8,Inverno
2022-12-13,98,86,65,2.6,-1.6,2.0,-3.1,1.3,5.1,WSW,350.0,0.0,943.5,Inverno
2022-12-14,92,75,56,0.0,-0.1,3.6,-2.3,1.4,5.2,WSW,450.0,10.0,939.7,Inverno
2022-12-15,99,91,76,40.2,-0.5,1.0,-2.7,0.9,4.0,WSW,410.0,390.0,939.5,Inverno
2022-12-16,99,92,72,1.0,1.8,6.9,-0.8,1.2,4.2,WSW,530.0,160.0,939.0,Inverno
2022-12-17,99,74,42,0.0,3.4,10.8,-1.3,1.7,5.7,WSW,550.0,0.0,950.7,Inverno
2022-12-18,93,75,53,0.0,1.3,7.1,-2.3,1.5,5.0,WSW,530.0,20.0,964.0,Inverno
2022-12-19,92,79,60,0.0,0.7,5.6,-2.0,1.2,4.4,WSW,560.0,10.0,965.1,Inverno
2022-12-20,90,71,51,0.0,2.4,6.8,-1.6,1.7,5.5,SW,590.0,0.0,960.5,Inverno
2022-12-21,86,73,56,0.0,5.0,9.9,2.2,1.8,5.4,WSW,600.0,10.0,953.9,Inverno
2022-12-22,98,85,62,0.0,3.0,9.1,-0.6,1.1,4.5,WSW,310.0,60.0,950.5,Inverno
2022-12-23,99,89,72,0.0,3.2,8.7,-0.3,1.2,5.2,SW,320.0,0.0,949.0,Inverno
2022-12-24,99,98,92,0.2,3.8,6.1,0.1,1.4,4.8,SW,490.0,10.0,951.0,Inverno
2022-12-25,99,90,77,0.0,6.4,8.3,5.4,1.0,4.2,SW,350.0,130.0,957.3,Inverno
2022-12-26,96,80,61,0.0,7.0,11.4,2.1,1.8,5.7,SW,710.0,0.0,958.4,Inverno
2022-12-27,97,73,52,0.0,6.4,12.1,2.0,1.6,4.8,SW,700.0,0.0,958.6,Inverno
2022-12-28,93,72,55,0.0,4.8,8.3,2.0,1.3,4.4,WSW,490.0,40.0,958.7,Inverno
2022-12-29,88,78,65,0.0,5.5,8.7,2.8,1.2,3.5,WSW,450.0,10.0,955.2,Inverno
2022-12-30,92,81,65,0.0,3.9,7.9,1.0,1.2,4.7,WSW,460.0,40.0,955.3,Inverno
2022-12-31,94,78,57,0.0,5.8,10.9,2.3,1.4,4.3,SW,600.0,10.0,962.2,Inverno
2023-01-01,94,83,67,0.0,7.0,10.7,2.8,1.1,3.7,SW,340.0,110.0,963.8,Inverno
2023-01-02,98,83,66,0.0,8.0,11.9,5.2,0.9,3.9,WSW,250.0,70.0,962.4,Inverno
2023-01-03,99,83,62,0.0,8.4,12.5,5.4,1.0,3.9,SW,320.0,60.0,962.3,Inverno
2023-01-04,94,81,63,0.0,7.1,11.9,3.3,1.3,4.6,WSW,360.0,60.0,962.5,Inverno
2023-01-05,89,64,42,0.0,8.3,14.6,3.0,1.7,6.4,SW,470.0,30.0,956.8,Inverno
2023-01-06,99,81,49,0.0,5.2,10.5,1.7,1.2,5.1,SW,180.0,10.0,957.8,Inverno
2023-01-07,99,90,76,0.0,3.8,7.6,-0.2,1.2,5.9,SW,200.0,10.0,956.3,Inverno
2023-01-08,99,95,84,6.4,3.6,5.9,0.7,1.2,4.4,SW,300.0,20.0,948.2,Inverno
2023-01-09,99,63,25,0.0,6.2,13.5,1.0,1.9,8.6,WSW,310.0,0.0,940.7,Inverno
2023-01-10,46,29,13,0.0,7.5,13.0,3.5,2.5,12.0,WSW,320.0,10.0,952.2,Inverno
2023-01-11,67,45,29,0.0,5.5,9.4,2.0,1.3,5.2,SW,440.0,40.0,953.5,Inverno
2023-01-12,69,47,30,0.0,6.2,10.6,2.8,1.5,6.6,SW,490.0,110.0,955.2,Inverno
2023-01-13,74,56,35,0.0,4.8,10.1,0.0,1.7,7.0,SW,540.0,0.0,952.5,Inverno
2023-01-14,78,47,26,0.0,6.5,11.3,2.0,1.9,8.7,SW,340.0,30.0,954.6,Inverno
2023-01-15,91,70,58,0.0,4.5,8.3,2.0,1.6,6.8,WSW,400.0,10.0,947.2,Inverno
2023-01-16,99,81,36,0.0,0.7,4.9,-3.4,1.6,7.9,SW,170.0,20.0,932.0,Inverno
2023-01-17,99,93,67,0.0,-0.6,3.5,-4.4,1.3,5.0,SW,310.0,30.0,924.3,Inverno
2023-01-18,99,86,68,0.0,-0.5,4.4,-3.9,1.2,4.4,WSW,410.0,10.0,928.1,Inverno
2023-01-19,83,52,19,0.0,1.1,6.3,-3.1,1.7,9.1,WSW,380.0,40.0,936.4,Inverno
2023-01-20,58,38,16,0.0,0.1,6.1,-3.5,1.7,6.2,SW,610.0,10.0,942.6,Inverno
2023-01-21,38,29,17,0.0,0.7,5.4,-2.5,2.4,7.7,SW,690.0,10.0,930.2,Inverno
2023-01-22,56,41,28,0.0,1.9,4.7,-0.7,1.9,7.4,SW,500.0,20.0,935.1,Inverno
2023-01-23,99,78,45,11.8,1.7,4.1,0.4,2.6,10.0,SW,520.0,10.0,937.3,Inverno
2023-01-24,99,94,72,12.0,2.8,4.2,2.1,2.7,11.0,SW,550.0,0.0,945.7,Inverno
2023-01-25,99,88,67,5.2,3.2,8.6,0.4,1.9,7.1,SW,570.0,10.0,941.7,Inverno
2023-01-26,89,72,55,0.0,1.5,6.4,-2.3,1.5,5.1,SW,490.0,20.0,932.2,Inverno
2023-01-27,92,74,61,0.0,0.0,2.9,-2.3,1.1,3.6,WSW,330.0,10.0,931.4,Inverno
2023-01-28,79,62,46,0.2,1.3,4.5,-0.8,1.2,4.5,SW,360.0,110.0,936.7,Inverno
2023-01-29,79,63,43,0.4,0.7,5.9,-2.6,1.4,4.4,WSW,530.0,10.0,941.2,Inverno
2023-01-30,81,61,34,0.4,2.3,9.8,-3.3,1.4,4.8,SW,560.0,20.0,935.8,Inverno
2023-01-31,73,48,29,0.0,6.0,11.6,0.2,2.1,9.4,SW,530.0,0.0,939.5,Inverno
2023-02-01,75,52,29,0.0,6.7,14.0,0.5,1.7,10.4,SW,560.0,20.0,938.6,Inverno
2023-02-02,65,46,27,0.0,7.3,13.9,1.2,1.7,5.1,SW,520.0,10.0,940.8,Inverno
2023-02-03,61,41,22,0.0,9.6,16.8,3.8,2.0,9.6,SW,430.0,10.0,942.4,Inverno
2023-02-04,57,37,20,0.0,12.4,19.9,7.0,2.8,10.1,SW,580.0,0.0,940.9,Inverno
2023-02-05,99,81,55,3.0,4.2,6.8,0.3,1.7,5.8,N,260.0,0.0,947.0,Inverno
2023-02-06,99,81,55,1.2,2.7,6.8,-0.5,1.5,6.2,NE,210.0,40.0,948.1,Inverno
2023-02-07,99,74,38,5.1,-0.2,4.8,-2.7,2.5,10.1,SW,520.0,0.0,951.5,Inverno
2023-02-08,74,61,44,0.0,-0.6,3.6,-3.6,1.3,4.8,WSW,420.0,50.0,951.4,Inverno
2023-02-09,78,65,52,0.0,-1.7,1.2,-3.3,1.6,6.9,NNW,250.0,0.0,952.0,Inverno
2023-02-10,70,49,28,0.0,0.0,6.8,-4.8,1.4,4.5,WSW,440.0,40.0,951.6,Inverno
2023-02-11,67,49,27,0.0,2.9,9.9,-3.1,1.3,5.3,SW,550.0,10.0,950.5,Inverno
2023-02-12,74,50,28,0.0,8.1,15.0,0.1,1.5,5.3,WSW,450.0,0.0,949.5,Inverno
2023-02-13,74,58,35,0.0,6.0,11.7,1.9,1.6,4.6,SW,640.0,10.0,953.1,Inverno
2023-02-14,75,50,31,0.0,8.2,15.1,1.6,1.7,5.8,SW,710.0,10.0,949.8,Inverno
2023-02-15,55,41,25,0.0,10.5,16.9,6.4,1.7,5.1,SW,570.0,10.0,946.2,Inverno
2023-02-16,77,53,35,0.0,8.7,14.3,5.1,1.7,4.8,SW,540.0,0.0,945.4,Inverno
2023-02-17,76,55,37,0.0,8.2,14.9,1.4,1.3,5.4,WSW,430.0,40.0,946.1,Inverno
2023-02-18,82,62,42,0.0,8.1,15.2,2.8,1.3,4.4,WSW,470.0,20.0,943.9,Inverno
2023-02-19,83,65,42,0.0,8.8,16.3,2.9,1.4,5.7,SW,480.0,30.0,940.7,Inverno
2023-02-20,99,79,63,0.0,7.9,13.8,3.5,1.3,4.8,NE,270.0,0.0,943.2,Inverno
2023-02-21,98,84,63,0.0,8.1,12.7,4.2,1.0,3.5,NE,230.0,70.0,938.6,Inverno
2023-02-22,97,80,64,0.0,9.0,11.8,7.7,1.6,5.8,SW,420.0,10.0,935.4,Inverno
2023-02-23,99,82,58,2.4,9.3,12.8,5.0,1.3,4.7,N,190.0,50.0,933.5,Inverno
2023-02-24,99,92,74,0.7,8.5,11.6,5.0,1.2,4.6,SSE,180.0,10.0,929.8,Inverno
2023-02-25,93,78,57,0.0,7.6,11.1,5.6,1.7,7.0,SW,450.0,10.0,920.8,Inverno
2023-02-28,99,86,74,2.0,1.1,2.7,-0.3,1.8,7.3,SW,440.0,10.0,954.3,Inverno
2023-03-01,99,87,69,22.0,1.9,4.7,0.2,1.1,8.6,SE,280.0,170.0,950.4,Primavera
2023-03-02,99,91,80,5.8,2.5,4.5,0.2,1.8,6.7,SW,930.0,0.0,951.0,Primavera
2023-03-03,94,68,36,0.0,7.0,12.5,3.2,2.0,5.9,SW,520.0,0.0,949.8,Primavera
2023-03-04,76,58,40,0.0,8.6,14.4,4.4,1.9,6.5,SW,560.0,0.0,949.6,Primavera
2023-03-05,70,50,36,0.0,8.1,14.0,3.1,1.8,5.8,SW,470.0,10.0,944.3,Primavera
2023-03-06,84,68,55,0.0,7.3,12.1,2.9,1.4,5.4,SW,260.0,20.0,939.4,Primavera
2023-03-07,89,70,55,0.0,6.8,11.7,3.4,1.6,5.3,WSW,340.0,10.0,937.6,Primavera
2023-03-08,92,76,58,0.0,7.2,13.2,2.6,1.4,4.5,WSW,290.0,20.0,939.0,Primavera
2023-03-09,99,63,11,0.0,11.5,21.7,3.2,1.4,10.4,W,200.0,40.0,938.8,Primavera
2023-03-10,85,44,16,0.0,11.9,19.1,4.6,2.3,13.4,W,260.0,10.0,935.4,Primavera
2023-03-11,63,43,22,0.0,13.8,22.7,5.7,1.7,5.8,WSW,210.0,30.0,935.8,Primavera
2023-03-12,83,62,42,0.0,11.1,16.6,7.1,1.5,5.4,WSW,260.0,0.0,946.7,Primavera
2023-03-13,99,85,75,2.3,9.1,11.6,7.4,1.2,4.5,NNE,320.0,30.0,949.6,Primavera
2023-03-14,99,80,30,8.8,8.9,12.3,5.4,1.6,9.5,SW,230.0,30.0,938.6,Primavera
2023-03-15,53,36,21,0.5,8.1,12.6,3.9,2.0,6.7,SW,380.0,0.0,946.1,Primavera
2023-03-22,73,61,48,0.0,12.9,18.1,8.0,1.7,5.3,SW,430.0,10.0,949.6,Primavera
2023-03-23,87,66,48,0.0,13.3,19.0,10.1,1.6,5.9,SW,350.0,0.0,949.3,Primavera
2023-03-24,99,87,70,0.0,10.8,14.6,6.5,1.4,4.9,N,250.0,40.0,948.2,Primavera
2023-03-25,99,50,19,0.0,13.0,20.6,4.3,1.7,6.7,E,260.0,20.0,947.1,Primavera
2023-03-26,71,42,21,0.0,11.0,15.3,6.6,2.2,12.1,WSW,300.0,0.0,941.6,Primavera
2023-03-27,61,26,10,0.0,11.3,17.8,2.2,3.6,14.1,SW,370.0,0.0,944.6,Primavera
2023-03-28,54,33,21,0.0,7.5,14.3,0.9,1.5,5.4,WSW,400.0,10.0,955.9,Primavera
2023-03-29,87,54,33,0.0,9.7,16.6,3.7,1.4,5.2,WSW,210.0,30.0,956.0,Primavera
2023-03-30,89,74,56,0.0,11.2,15.7,6.8,1.4,6.0,NNE,240.0,40.0,953.8,Primavera
2023-03-31,89,67,33,0.0,12.0,17.4,8.6,2.2,12.9,NE,220.0,10.0,944.9,Primavera
2023-04-01,47,29,16,0.0,13.9,19.8,9.6,2.5,9.9,SW,550.0,10.0,940.7,Primavera
2023-04-02,55,42,24,0.0,12.3,17.2,8.1,1.8,7.2,WSW,210.0,10.0,944.7,Primavera
2023-04-03,93,45,19,4.6,12.4,18.1,5.0,2.7,13.1,SW,400.0,0.0,946.2,Primavera
2023-04-04,93,64,37,1.5,7.1,11.6,4.6,1.8,5.9,WSW,260.0,0.0,948.2,Primavera
2023-04-05,71,53,36,1.9,6.7,11.7,2.7,1.5,5.6,WSW,270.0,10.0,950.1,Primavera
2023-04-06,70,56,40,1.1,7.1,12.6,1.7,1.6,6.2,SW,400.0,0.0,951.3,Primavera
2023-04-07,90,67,43,3.5,8.0,13.7,2.9,2.2,9.0,WSW,380.0,0.0,948.6,Primavera
2023-04-08,83,48,22,0.0,11.1,17.2,5.7,1.9,6.3,WSW,420.0,0.0,950.3,Primavera
2023-04-09,79,56,41,0.0,10.8,16.4,4.4,1.6,6.2,N,240.0,30.0,953.3,Primavera
2023-04-10,77,61,44,0.0,10.9,15.0,7.3,1.3,6.0,N,300.0,20.0,955.7,Primavera
2023-04-11,90,66,46,0.0,12.1,18.2,6.7,1.5,5.9,SW,240.0,0.0,949.2,Primavera
2023-04-12,99,87,69,0.6,10.8,14.0,7.8,1.5,5.4,NNE,200.0,30.0,942.7,Primavera
2023-04-13,99,71,32,4.4,8.6,12.3,4.0,1.9,9.4,ESE,230.0,0.0,937.1,Primavera
2023-04-14,51,26,10,0.0,11.6,18.4,5.4,2.1,8.1,SW,500.0,20.0,938.3,Primavera
2023-04-15,81,55,34,2.0,9.8,15.8,5.3,2.7,9.8,WSW,350.0,10.0,940.1,Primavera
2023-04-16,79,45,20,2.2,13.4,20.0,6.9,2.4,7.6,WSW,340.0,0.0,946.6,Primavera
2023-04-17,73,49,28,0.0,12.7,18.3,8.1,2.2,7.0,NE,300.0,0.0,948.7,Primavera
2023-04-18,57,45,29,0.0,13.5,19.5,10.4,1.7,6.6,WSW,350.0,10.0,949.6,Primavera
2023-04-19,55,41,22,0.0,15.6,22.4,9.6,2.4,7.8,SW,510.0,0.0,947.5,Primavera
2023-04-20,99,78,44,4.6,11.8,16.4,8.4,1.9,6.8,N,430.0,0.0,944.2,Primavera
2023-04-21,99,94,83,0.0,9.3,10.8,8.1,1.6,5.4,NNE,550.0,0.0,948.6,Primavera
2023-04-22,99,73,48,0.0,12.4,17.0,6.5,1.3,4.5,WSW,300.0,20.0,949.0,Primavera
2023-04-23,96,70,48,1.0,14.5,20.8,9.2,1.8,6.6,WSW,210.0,10.0,945.1,Primavera
2023-04-24,98,42,14,3.3,15.7,23.1,7.0,2.1,7.4,NE,210.0,0.0,941.8,Primavera
2023-04-25,58,37,23,0.0,14.0,20.6,7.9,2.0,7.8,WSW,320.0,10.0,943.0,Primavera
2023-04-26,65,48,32,0.0,13.7,19.9,7.2,1.6,6.3,SW,260.0,0.0,947.8,Primavera
2023-04-27,66,50,35,0.0,15.0,21.0,9.4,1.9,6.5,WSW,430.0,20.0,951.1,Primavera
2023-04-28,90,61,37,0.0,15.6,22.6,10.7,1.7,6.7,SW,230.0,10.0,951.8,Primavera
2023-04-29,95,76,51,3.6,15.4,20.8,10.4,1.4,6.2,NE,260.0,10.0,948.8,Primavera
2023-04-30,99,97,88,88.5,12.7,14.8,10.3,2.5,9.0,SW,290.0,0.0,949.2,Primavera
2023-05-01,99,99,99,64.7,10.0,11.1,8.4,2.1,11.0,SW,400.0,0.0,949.3,Primavera
2023-05-02,99,72,35,7.4,13.7,21.0,8.2,1.8,7.5,WSW,250.0,0.0,950.8,Primavera
2023-05-03,98,69,38,0.0,14.9,20.9,8.8,1.7,5.2,WSW,370.0,10.0,954.5,Primavera
2023-05-04,77,64,46,0.0,16.2,21.1,10.7,1.7,5.9,SW,390.0,10.0,955.0,Primavera
2023-05-05,85,69,50,0.0,18.0,23.0,14.7,1.5,5.8,WSW,230.0,40.0,953.2,Primavera
2023-05-06,93,71,50,0.6,18.3,24.0,13.7,2.0,6.4,WSW,390.0,10.0,950.5,Primavera
2023-05-07,99,85,58,2.8,16.4,21.7,12.7,1.3,5.4,WSW,240.0,10.0,951.4,Primavera
2023-05-08,94,75,42,0.7,16.7,23.1,12.8,1.7,6.0,WSW,390.0,10.0,952.8,Primavera
2023-05-09,99,90,75,2.6,15.4,18.0,13.7,1.6,4.9,N,520.0,20.0,950.2,Primavera
2023-05-10,99,87,58,0.2,13.9,18.1,11.0,2.1,9.1,N,340.0,0.0,946.2,Primavera
2023-05-11,95,69,30,2.9,13.5,20.7,9.4,2.3,10.7,SW,300.0,10.0,945.0,Primavera
2023-05-12,99,91,70,17.3,10.2,13.7,8.1,1.6,8.2,SW,320.0,10.0,947.2,Primavera
2023-05-13,99,78,52,2.8,12.1,17.4,8.6,1.7,8.1,N,260.0,10.0,950.3,Primavera
2023-05-14,99,78,45,7.6,12.6,19.1,8.9,1.7,6.8,WSW,240.0,10.0,947.0,Primavera
2023-05-15,82,60,31,0.0,14.6,21.4,8.9,2.4,8.9,SW,500.0,0.0,943.4,Primavera
2023-05-16,68,56,34,0.0,15.0,20.6,10.9,2.5,8.6,WSW,480.0,0.0,941.3,Primavera
2023-05-17,96,83,59,14.0,11.5,14.0,8.4,2.0,8.2,SW,410.0,70.0,948.0,Primavera
2023-05-18,95,80,66,0.6,12.1,14.7,8.7,2.0,8.2,SW,490.0,0.0,952.2,Primavera
2023-05-19,99,99,95,64.6,10.3,11.4,9.3,2.2,10.3,WSW,350.0,0.0,952.2,Primavera
2023-05-20,99,99,99,69.2,11.0,12.0,9.3,3.1,8.8,N,590.0,0.0,949.8,Primavera
2023-05-21,99,96,85,55.2,13.5,15.6,12.0,2.4,7.2,SW,680.0,10.0,949.6,Primavera
2023-05-22,96,73,45,1.2,17.0,23.3,13.2,2.1,6.6,SW,530.0,0.0,949.9,Primavera
2023-05-23,70,52,27,0.0,19.6,26.2,13.5,2.2,7.8,SW,410.0,0.0,948.9,Primavera
2023-05-24,96,69,47,5.4,17.5,24.7,13.9,2.2,11.4,SW,400.0,0.0,948.4,Primavera
2023-05-25,99,93,77,16.0,14.0,17.0,12.7,2.5,9.2,SW,380.0,10.0,953.5,Primavera
2023-05-26,82,54,31,0.0,19.2,26.1,12.4,2.6,8.6,SW,640.0,0.0,954.1,Primavera
2023-05-27,92,64,46,0.0,19.3,24.7,14.5,2.2,10.1,SW,350.0,0.0,952.8,Primavera
2023-05-28,99,78,56,5.4,17.7,23.0,14.1,1.9,11.4,SW,290.0,0.0,950.5,Primavera
2023-05-29,99,80,50,5.4,16.4,20.8,13.3,1.5,6.6,WSW,280.0,0.0,951.1,Primavera
2023-05-30,96,59,32,3.0,19.0,24.9,13.3,2.3,10.0,SW,320.0,10.0,950.7,Primavera
2023-06-01,88,70,41,0.0,17.6,24.1,13.1,2.2,7.4,SW,590.0,0.0,951.5,Estate
2023-06-02,76,60,42,0.0,19.5,25.6,14.9,2.2,7.1,SW,390.0,0.0,948.6,Estate
2023-06-03,85,72,53,0.0,17.9,21.6,14.7,1.8,6.1,WSW,340.0,0.0,950.4,Estate
2023-06-04,99,88,74,22.5,15.3,18.8,12.6,1.9,6.4,WSW,430.0,10.0,951.6,Estate
2023-06-05,97,82,54,1.4,16.5,22.3,13.2,1.3,4.9,WSW,360.0,10.0,950.8,Estate
2023-06-06,90,74,56,0.2,18.4,23.8,12.6,1.6,5.4,SW,300.0,0.0,950.5,Estate
2023-06-07,98,79,56,5.0,17.9,22.8,13.6,2.0,9.3,SW,310.0,0.0,951.3,Estate
2023-06-08,96,82,66,0.6,18.7,22.4,14.9,1.4,5.6,WSW,200.0,20.0,949.4,Estate
2023-06-09,99,88,77,3.8,17.8,20.3,16.0,1.4,5.1,WSW,350.0,10.0,948.2,Estate
2023-06-10,97,73,54,0.0,19.1,23.9,14.5,1.9,6.0,SW,370.0,0.0,947.5,Estate
2023-06-11,94,68,47,4.2,19.2,25.8,15.7,2.5,10.6,SW,550.0,0.0,948.0,Estate
2023-06-12,97,78,58,9.8,18.8,23.8,15.0,1.8,8.2,SW,330.0,0.0,948.2,Estate
2023-06-13,96,86,67,5.0,16.2,17.3,14.6,1.8,6.4,SW,530.0,0.0,946.0,Estate
2023-06-14,96,84,58,15.3,17.0,22.5,14.5,1.4,6.6,WSW,300.0,10.0,946.9,Estate
2023-06-15,83,66,42,0.0,19.7,25.5,14.9,2.2,8.8,SW,400.0,0.0,949.5,Estate
2023-06-16,74,57,34,0.0,21.2,26.9,15.4,2.1,6.9,WSW,360.0,0.0,950.0,Estate
2023-06-17,78,61,44,0.0,21.7,26.7,16.6,1.9,5.5,WSW,320.0,0.0,950.3,Estate
2023-06-18,93,69,53,1.4,21.3,25.0,17.4,1.8,6.1,WSW,240.0,20.0,951.5,Estate
2023-06-19,95,79,55,1.4,21.7,26.5,17.0,1.4,4.6,SW,230.0,50.0,952.1,Estate
2023-06-20,91,71,48,0.0,22.1,26.8,19.0,1.4,5.1,NE,230.0,30.0,953.4,Estate
2023-06-21,81,65,47,0.0,23.2,28.2,18.3,1.7,5.4,WSW,320.0,0.0,954.4,Estate
2023-06-22,84,65,42,0.2,22.9,27.3,19.1,2.2,9.2,SW,230.0,0.0,953.7,Estate
2023-06-23,74,52,29,0.0,24.3,31.1,18.4,2.0,7.6,SW,220.0,0.0,951.9,Estate
2023-06-24,69,43,25,0.0,23.0,28.6,17.6,2.0,6.9,WSW,510.0,0.0,954.1,Estate
2023-06-25,71,52,39,0.0,23.2,28.6,18.0,2.0,6.8,WSW,410.0,0.0,952.8,Estate
2023-06-26,79,58,36,0.0,25.1,31.2,18.4,1.7,5.6,WSW,500.0,0.0,951.6,Estate
2023-06-27,80,61,46,0.0,25.7,31.0,20.9,1.7,5.9,WSW,300.0,0.0,948.6,Estate
2023-06-28,95,74,54,6.5,22.9,26.7,19.3,1.6,10.4,NNW,210.0,30.0,949.7,Estate
2023-06-29,98,94,86,12.8,17.5,20.6,15.3,1.9,6.8,SW,250.0,20.0,952.3,Estate
2023-06-30,96,89,74,5.6,16.9,19.9,14.5,1.5,6.2,SW,290.0,20.0,947.8,Estate
2023-07-01,91,73,53,0.0,20.3,26.2,14.1,1.7,5.6,WSW,370.0,10.0,944.6,Estate
